Alphaproteobacteria bacterium IP-15G,M70271:66:000000000-BRF6G:1:1101:23970:10692,LC106158.1,97.070,273,6,2,1,272,219,490,3.52e-125,459
Silvibacterium bohemicum,M70271:66:000000000-BRF6G:1:1101:17008:16624,NR_135209.1,97.000,300,9,0,2,301,306,605,5.00e-139,505
unidentified,M70271:66:000000000-BRF6G:1:1102:16927:2429,FQ709332.1,98.578,211,2,1,18,228,1,210,4.42e-99,372
bacterium,M70271:66:000000000-BRF6G:1:1102:23818:3039,EF221114.1,99.663,297,0,1,1,296,341,637,3.74e-150,542
bacterium,M70271:66:000000000-BRF6G:1:1102:16420:7337,EF220553.1,99.336,301,2,0,1,301,326,626,2.95e-151,545
bacterium,M70271:66:000000000-BRF6G:1:1102:21105:11266,EF220582.1,97.834,277,6,0,1,277,337,613,2.76e-131,479
unidentified,M70271:66:000000000-BRF6G:1:1102:17363:13006,FQ672973.1,96.127,284,11,0,17,300,1,284,8.46e-127,464
uncultured bacterium,M70271:66:000000000-BRF6G:1:1102:12377:19619,MH526432.1,98.940,283,3,0,18,300,1,283,1.39e-139,507
uncultured bacterium,M70271:66:000000000-BRF6G:1:1102:9317:20018,MH523697.1,99.288,281,2,0,18,298,1,281,3.82e-140,508
uncultured Alphaproteobacteria bacterium,M70271:66:000000000-BRF6G:1:1103:15169:1942,MF438491.1,97.768,224,5,0,1,224,1,224,1.44e-103,387
uncultured bacterium,M70271:66:000000000-BRF6G:1:1103:25883:5315,MH531292.1,99.561,228,1,0,18,245,1,228,1.90e-112,416
unidentified,M70271:66:000000000-BRF6G:1:1103:6085:12648,FQ680249.1,97.163,282,7,1,20,301,3,283,3.92e-130,475
uncultured bacterium,M70271:66:000000000-BRF6G:1:1103:11098:14195,MK527799.1,98.282,291,4,1,1,290,178,468,3.71e-140,508
Actinobacteria bacterium,M70271:66:000000000-BRF6G:1:1104:19359:8574,LC338062.1,97.797,227,5,0,1,227,307,533,4.02e-105,392
uncultured bacterium,M70271:66:000000000-BRF6G:1:1104:26389:18823,MH527409.1,100.000,283,0,0,18,300,1,283,1.38e-144,523
