uncultured bacterium,M70271:66:000000000-BRF6G:1:1101:7728:16030,MH531559.1,99.603,252,1,0,18,269,1,252,9.66e-126,460
bacterium Ellin334,M70271:66:000000000-BRF6G:1:1101:17684:24360,AF498716.1,97.590,249,5,1,1,248,297,545,3.30e-115,425
Granulicella paludicola,M70271:66:000000000-BRF6G:1:1102:9598:10021,KC924939.1,97.630,211,5,0,1,211,265,475,2.12e-96,363
Paraburkholderia diazotrophica,M70271:66:000000000-BRF6G:1:1102:28172:10468,KM604915.1,99.668,301,1,0,1,301,286,586,6.33e-153,551
Microbacteriaceae bacterium,M70271:66:000000000-BRF6G:1:1102:4807:11407,MN067599.1,100.000,294,0,0,1,294,279,572,1.03e-150,544
Tardiphaga sp. vice352,M70271:66:000000000-BRF6G:1:1102:24361:12019,CP041401.1,83.582,201,27,6,10,207,5168512,5168709,1.87e-42,183
uncultured bacterium,M70271:66:000000000-BRF6G:1:1102:21977:17820,MH531512.1,98.239,284,5,0,18,301,1,284,8.37e-137,497
Acidocella facilis,M70271:66:000000000-BRF6G:1:1102:16711:17932,KC924945.1,98.214,224,4,0,1,224,256,479,2.92e-105,392
Mycobacterium simiae,M70271:66:000000000-BRF6G:1:1102:11720:19557,MK416189.1,100.000,298,0,0,1,298,279,576,6.26e-153,551
uncultured bacterium,M70271:66:000000000-BRF6G:1:1103:24058:10929,MH525871.1,96.831,284,7,2,18,300,1,283,1.41e-129,473
Bradyrhizobium elkanii,M70271:66:000000000-BRF6G:1:1103:3977:12991,MK480228.1,99.597,248,1,0,1,248,245,492,1.47e-123,453
unidentified,M70271:66:000000000-BRF6G:1:1103:17358:14571,FQ709202.1,96.071,280,10,1,18,297,1,279,5.03e-124,455
bacterium Ellin5095,M70271:66:000000000-BRF6G:1:1103:28048:18309,AY234512.1,99.666,299,1,0,1,299,296,594,8.13e-152,547
uncultured bacterium,M70271:66:000000000-BRF6G:1:1104:2928:9523,MH524004.1,98.298,235,4,0,18,252,1,235,2.55e-111,412
