Caballeronia sordidicola,M70271:66:000000000-BRF6G:1:1102:24666:5378,KM604820.1,98.551,276,4,0,1,276,286,561,4.56e-134,488
uncultured bacterium,M70271:66:000000000-BRF6G:1:1102:12005:9671,LC336312.1,99.667,300,1,0,1,300,3,302,2.27e-152,549
Silvibacterium bohemicum,M70271:66:000000000-BRF6G:1:1102:4382:10832,MK696365.1,98.013,302,4,2,1,300,239,540,1.38e-144,523
uncultured bacterium,M70271:66:000000000-BRF6G:1:1102:17049:11876,MH524594.1,98.940,283,3,0,18,300,1,283,1.39e-139,507
bacterium,M70271:66:000000000-BRF6G:1:1102:19128:12446,EF221064.1,99.007,302,2,1,1,301,340,641,1.37e-149,540
uncultured actinobacterium,M70271:66:000000000-BRF6G:1:1102:27720:14480,MH728552.1,98.551,276,4,0,18,293,1,276,4.89e-134,488
Pedobacter sp.,M70271:66:000000000-BRF6G:1:1102:6465:17035,MK208508.1,98.340,241,4,0,1,241,315,555,1.12e-114,424
uncultured bacterium,M70271:66:000000000-BRF6G:1:1102:19511:24225,MH526366.1,98.507,268,4,0,18,285,1,268,1.33e-129,473
uncultured bacterium,M70271:66:000000000-BRF6G:1:1103:8707:14353,MH531228.1,98.944,284,3,0,18,301,1,284,3.87e-140,508
uncultured bacterium,M70271:66:000000000-BRF6G:1:1103:7517:22460,MH529146.1,99.262,271,2,0,1,271,61,331,1.24e-134,490
Mucilaginibacter ximonensis,M70271:66:000000000-BRF6G:1:1104:15780:8025,JX869979.1,97.854,233,5,0,1,233,212,444,1.41e-108,403
uncultured bacterium,M70271:66:000000000-BRF6G:1:1104:9139:11735,MH525328.1,99.648,284,1,0,18,301,1,284,1.79e-143,520
bacterium,M70271:66:000000000-BRF6G:1:1104:2117:11754,EF605860.1,98.077,260,5,0,1,260,316,575,1.56e-123,453
Acidobacteria bacterium KBS 96,M70271:66:000000000-BRF6G:1:1104:22872:12423,FJ870384.1,96.875,224,7,0,1,224,292,515,2.97e-100,375
uncultured bacterium,M70271:66:000000000-BRF6G:1:1104:8737:16927,MF439799.1,98.134,268,5,0,1,268,1,268,5.75e-128,468
alpha proteobacterium Shinshu-th1,M70271:66:000000000-BRF6G:1:1104:14535:20694,AB121772.1,97.351,302,7,1,1,301,303,604,2.99e-141,512
uncultured bacterium,M70271:66:000000000-BRF6G:1:1105:21242:2718,MH934680.1,98.062,258,5,0,1,258,311,568,1.99e-122,449
