bacterium Ellin6510,M02359:61:000000000-B9994:1:1102:13945:15760,HM748658.1,98.671,301,4,0,1,301,156,456,6.38e-148,534
bacterium,M02359:61:000000000-B9994:1:1102:14724:17110,EF220703.1,99.598,249,1,0,1,249,361,609,4.11e-124,455
Proteobacteria,M02359:61:000000000-B9994:1:1103:11269:2255,X68474.1,100.000,289,0,0,1,289,305,593,6.09e-148,534
bacterium Ellin6554,M02359:61:000000000-B9994:1:1103:3057:8075,HM748702.1,97.674,301,7,0,1,301,312,612,6.42e-143,518
uncultured bacterium,M02359:61:000000000-B9994:1:1103:26532:9555,MF438741.1,96.935,261,7,1,1,260,1,261,1.57e-118,436
uncultured bacterium,M02359:61:000000000-B9994:1:1103:23138:10674,LR130664.1,100.000,301,0,0,1,301,241,541,1.36e-154,556
bacterium,M02359:61:000000000-B9994:1:1103:25510:12808,EF221055.1,98.993,298,3,0,1,298,337,634,6.31e-148,534
uncultured bacterium,M02359:61:000000000-B9994:1:1103:14031:17132,MH523921.1,99.647,283,1,0,18,300,1,283,6.40e-143,518
bacterium,M02359:61:000000000-B9994:1:1103:5132:19767,EF220553.1,97.342,301,8,0,1,301,326,626,2.99e-141,512
uncultured bacterium,M02359:61:000000000-B9994:1:1103:6860:21979,MF440125.1,98.718,234,3,0,1,234,1,234,1.82e-112,416
Rhodospirillaceae bacterium L34,M02359:61:000000000-B9994:1:1103:18560:23041,FJ459988.1,97.942,243,5,0,1,243,207,449,4.06e-114,422
uncultured bacterium,M02359:61:000000000-B9994:1:1104:21483:5785,MF950418.1,96.333,300,11,0,2,301,1,300,1.08e-135,494
bacterium,M02359:61:000000000-B9994:1:1104:20962:7382,EF219678.1,97.674,301,7,0,1,301,339,639,6.42e-143,518
bacterium Ellin6554,M02359:61:000000000-B9994:1:1104:21760:11545,HM748702.1,98.276,232,4,0,1,232,312,543,1.08e-109,407
fungal sp.,M02359:61:000000000-B9994:1:1104:11220:23906,MH625443.1,95.385,260,12,0,1,260,1,260,7.34e-112,414
uncultured bacterium,M02359:61:000000000-B9994:1:1105:16506:4507,MH531184.1,99.648,284,1,0,18,301,1,284,1.79e-143,520
uncultured bacterium,M02359:61:000000000-B9994:1:1105:21334:5044,MH526413.1,99.648,284,1,0,18,301,1,284,1.79e-143,520
Actinobacteria bacterium 15TR583,M02359:61:000000000-B9994:1:1105:23826:21775,MN209171.1,97.744,266,6,0,1,266,328,593,3.45e-125,459
Janthinobacterium sp.,M02359:61:000000000-B9994:1:1107:21565:12393,MK804601.1,98.339,301,5,0,1,301,206,506,2.97e-146,529
uncultured bacterium,M02359:61:000000000-B9994:1:1107:15598:15879,MH523927.1,96.441,281,10,0,18,298,1,281,8.46e-127,464
Caballeronia udeis,M02359:61:000000000-B9994:1:1108:14670:2581,MN103926.1,94.755,286,15,0,1,286,262,547,2.90e-121,446
Candidatus Solibacter usitatus Ellin6076,M02359:61:000000000-B9994:1:1108:11417:8558,CP000473.1,90.370,270,24,2,10,278,3260244,3260512,1.82e-93,353
unidentified,M02359:61:000000000-B9994:1:1108:9262:12254,FQ686814.1,96.364,220,8,0,18,237,1,220,2.43e-96,363
bacterium DR2A-7G19,M02359:61:000000000-B9994:1:1108:5955:19497,AB127858.1,99.668,301,1,0,1,301,79,379,6.33e-153,551
uncultured bacterium,M02359:61:000000000-B9994:1:1108:21816:20408,MH526388.1,98.099,263,5,0,18,280,1,263,3.64e-125,459
uncultured bacterium,M02359:61:000000000-B9994:1:1109:16322:6778,MH523686.1,98.024,253,5,0,18,270,1,253,1.26e-119,440
bacterium,M02359:61:000000000-B9994:1:1109:12251:19743,EF220553.1,97.213,287,8,0,1,287,326,612,1.72e-133,486
Sediminibacterium aquarii,M02359:61:000000000-B9994:1:1110:18805:3456,NR_152667.1,99.317,293,2,0,1,293,317,609,8.00e-147,531
uncultured bacterium,M02359:61:000000000-B9994:1:1110:20535:10071,MH524113.1,99.293,283,2,0,18,300,1,283,2.98e-141,512
Pseudomonas silesiensis,M02359:61:000000000-B9994:1:1110:13072:14075,MN197558.1,99.668,301,1,0,1,301,276,576,6.33e-153,551
unidentified,M02359:61:000000000-B9994:1:1110:4590:18680,FQ677991.1,100.000,262,0,0,18,279,1,262,5.98e-133,484
Bradyrhizobium elkanii,M02359:61:000000000-B9994:1:1111:13822:6408,MK480228.1,99.003,301,3,0,1,301,245,545,1.37e-149,540
uncultured bacterium,M02359:61:000000000-B9994:1:1111:14183:9211,MH934680.1,99.668,301,1,0,1,301,311,611,6.33e-153,551
Pseudomonas sp.,M02359:61:000000000-B9994:1:1111:23421:16327,MN334239.1,99.099,222,2,0,1,222,276,497,1.72e-107,399
unidentified,M02359:61:000000000-B9994:1:1112:7660:18653,FQ679358.1,99.275,276,2,0,18,293,1,276,2.26e-137,499
uncultured bacterium,M02359:61:000000000-B9994:1:1112:4105:19849,MH525779.1,99.293,283,2,0,18,300,1,283,2.98e-141,512
Proteobacteria,M02359:61:000000000-B9994:1:1112:19512:22330,X68470.1,98.444,257,4,0,7,263,256,512,4.38e-124,455
uncultured bacterium,M02359:61:000000000-B9994:1:1113:24728:13341,LC336110.1,96.416,279,10,0,1,279,3,281,1.01e-125,460
uncultured bacterium,M02359:61:000000000-B9994:1:1114:28230:11108,MH930471.1,99.627,268,1,0,1,268,300,567,1.23e-134,490
bacterium Ellin7545,M02359:61:000000000-B9994:1:1114:20446:11217,HM748755.1,99.222,257,2,0,1,257,317,573,7.09e-127,464
bacterium,M02359:61:000000000-B9994:1:1114:18346:11850,EF220703.1,99.003,301,3,0,1,301,361,661,1.37e-149,540
uncultured bacterium,M02359:61:000000000-B9994:1:1114:7253:12903,MH528127.1,97.455,275,7,0,18,292,1,275,1.76e-128,470
uncultured bacterium,M02359:61:000000000-B9994:1:1114:8055:15060,MH523895.1,96.538,260,9,0,18,277,1,260,7.83e-117,431
bacterium,M02359:61:000000000-B9994:1:1114:3430:19846,EF221060.1,96.875,256,8,0,1,256,336,591,2.57e-116,429
uncultured bacterium,M02359:61:000000000-B9994:1:1115:15843:8069,MH527917.1,97.887,284,6,0,18,301,1,284,3.89e-135,492
bacterium,M02359:61:000000000-B9994:1:1115:11419:17047,EF606079.1,98.755,241,3,0,1,241,316,556,6.67e-117,431
bacterium,M02359:61:000000000-B9994:1:1115:4915:21017,EF605664.1,97.034,236,7,0,1,236,319,554,6.67e-107,398
Phenylobacterium sp. TDB-079,M02359:61:000000000-B9994:1:1116:9923:9794,AB730444.1,99.003,301,3,0,1,301,219,519,1.37e-149,540
uncultured bacterium,M02359:61:000000000-B9994:1:1116:13630:14530,MH524806.1,99.640,278,1,0,18,295,1,278,3.78e-140,508
uncultured bacterium,M02359:61:000000000-B9994:1:1116:6579:22896,MH524710.1,100.000,273,0,0,18,290,1,273,4.80e-139,505
bacterium Ellin6515,M02359:61:000000000-B9994:1:1116:21541:23830,HM748663.1,96.943,229,7,0,1,229,295,523,4.99e-103,385
bacterium,M02359:61:000000000-B9994:1:1117:12422:13621,EF605856.1,98.099,263,4,1,1,262,330,592,1.21e-124,457
Rhizobium sp.,M02359:61:000000000-B9994:1:1118:16359:6957,MK863548.1,100.000,300,0,0,1,300,288,587,4.88e-154,555
uncultured bacterium,M02359:61:000000000-B9994:1:1118:3958:11711,MH530816.1,97.656,256,6,0,18,273,1,256,1.28e-119,440
uncultured Alphaproteobacteria bacterium,M02359:61:000000000-B9994:1:1119:10821:16079,LR216542.1,99.336,301,2,0,1,301,304,604,2.95e-151,545
bacterium,M02359:61:000000000-B9994:1:2101:25558:7564,EF221108.1,99.327,297,2,0,1,297,344,640,4.86e-149,538
bacterium Ellin6554,M02359:61:000000000-B9994:1:2101:25054:12515,HM748702.1,98.561,278,4,0,1,278,312,589,3.57e-135,492
uncultured bacterium,M02359:61:000000000-B9994:1:2101:4949:18281,MH530467.1,96.471,255,9,0,18,272,1,255,4.66e-114,422
bacterium,M02359:61:000000000-B9994:1:2102:21082:6322,EF606093.1,99.571,233,1,0,1,233,316,548,3.00e-115,425
uncultured gamma proteobacterium,M02359:61:000000000-B9994:1:2102:19080:7301,LR216546.1,97.183,284,8,0,1,284,328,611,8.43e-132,481
unidentified,M02359:61:000000000-B9994:1:2102:23541:19290,FQ769649.1,99.298,285,2,0,14,298,529,245,2.28e-142,516
bacterium,M02359:61:000000000-B9994:1:2102:15029:23561,EF220917.1,99.666,299,1,0,1,299,323,621,8.13e-152,547
Pseudarthrobacter sp.,M02359:61:000000000-B9994:1:2103:12747:8849,MN384970.1,100.000,283,0,0,1,283,280,562,1.29e-144,523
uncultured bacterium,M02359:61:000000000-B9994:1:2104:10432:10603,MH529199.1,99.643,280,1,0,18,297,1,280,2.94e-141,512
uncultured bacterium,M02359:61:000000000-B9994:1:2104:17437:13585,MF440050.1,98.282,291,5,0,1,291,2,292,1.03e-140,510
uncultured bacterium,M02359:61:000000000-B9994:1:2104:21086:22108,MH524395.1,99.631,271,1,0,18,288,1,271,2.86e-136,496
uncultured bacterium,M02359:61:000000000-B9994:1:2106:14082:10701,LR216549.1,97.674,301,7,0,1,301,340,640,6.42e-143,518
uncultured Pedomicrobium sp.,M02359:61:000000000-B9994:1:2106:18096:16477,MF439243.1,99.587,242,1,0,1,242,1,242,3.10e-120,442
Bradyrhizobium elkanii,M02359:61:000000000-B9994:1:2106:6602:16611,MK480228.1,99.668,301,1,0,1,301,245,545,6.33e-153,551
uncultured bacterium,M02359:61:000000000-B9994:1:2107:7996:16487,MK527799.1,98.013,302,4,2,1,301,178,478,1.38e-144,523
