uncultured bacterium,M70271:49:000000000-BF462:1:1101:24590:18618,MF950130.1,98.162,272,5,0,3,274,2,273,3.52e-130,475
bacterium,M70271:49:000000000-BF462:1:1102:12669:10401,EF220375.1,97.491,279,7,0,1,279,341,619,1.00e-130,477
unidentified,M70271:49:000000000-BF462:1:1102:26941:11511,FQ750006.1,94.340,265,12,2,1,264,362,100,1.62e-108,403
uncultured bacterium,M70271:49:000000000-BF462:1:1102:10033:14160,MH530166.1,98.958,192,2,0,18,209,1,192,7.61e-91,344
Parcubacteria group bacterium GW2011_GWA1_59_11,M70271:49:000000000-BF462:1:1102:20498:14729,KX123452.1,96.535,202,7,0,1,202,370,571,4.40e-88,335
Jatrophihabitans huperziae,M70271:49:000000000-BF462:1:1102:25719:15883,NR_152025.1,94.000,250,13,2,1,249,313,561,9.37e-101,377
bacterium,M70271:49:000000000-BF462:1:1102:11466:16607,EF221449.1,94.946,277,14,0,1,277,338,614,6.06e-118,435
Amycolatopsis sp. ZZY-2013,M70271:49:000000000-BF462:1:1102:18608:18447,KC336385.1,96.678,301,10,0,1,301,298,598,6.47e-138,501
Kribbella sp. BvORR123,M70271:49:000000000-BF462:1:1102:9267:22945,AB851348.1,100.000,238,0,0,1,238,235,472,1.09e-119,440
uncultured bacterium,M70271:49:000000000-BF462:1:1103:23059:3910,MH989699.1,97.748,222,5,0,2,223,1,222,1.79e-102,383
uncultured bacterium,M70271:49:000000000-BF462:1:1103:13823:4270,MH989764.1,100.000,227,0,0,1,227,2,228,1.35e-113,420
bacterium,M70271:49:000000000-BF462:1:1103:6296:8651,EF221370.1,95.563,293,13,0,1,293,338,630,1.77e-128,470
uncultured bacterium,M70271:49:000000000-BF462:1:1103:10401:11346,MF438394.1,97.183,213,6,0,1,213,1,213,7.72e-96,361
uncultured bacterium,M70271:49:000000000-BF462:1:1103:27524:19869,LR588869.1,99.588,243,1,0,18,260,1,243,9.36e-121,444
Asanoa endophytica,M70271:49:000000000-BF462:1:1104:10391:10909,NR_148811.1,98.175,274,5,0,1,274,323,596,2.72e-131,479
uncultured bacterium,M70271:49:000000000-BF462:1:1104:28226:15966,MK208464.1,99.029,206,2,0,1,206,3,208,1.30e-98,370
uncultured bacterium,M70271:49:000000000-BF462:1:1105:12844:6067,LR595276.1,100.000,203,0,0,1,203,1,203,2.61e-100,375
Thermomicrobium roseum,M70271:49:000000000-BF462:1:1105:21623:12306,AJ871249.1,90.476,210,16,3,48,257,1,206,1.28e-69,274
uncultured bacterium,M70271:49:000000000-BF462:1:1105:11925:15022,LR129937.1,95.798,238,10,0,20,257,3,240,5.68e-103,385
Pseudarthrobacter sp.,M70271:49:000000000-BF462:1:1105:21561:21937,MN384970.1,99.654,289,1,0,1,289,280,568,2.83e-146,529
uncultured bacterium,M70271:49:000000000-BF462:1:1105:13793:23378,MH525115.1,100.000,210,0,0,18,227,1,210,3.82e-104,388
bacterium,M70271:49:000000000-BF462:1:1106:26209:7489,LC361390.1,98.113,212,4,0,1,212,302,513,1.28e-98,370
uncultured bacterium,M70271:49:000000000-BF462:1:1106:9950:7537,MH523990.1,99.611,257,1,0,18,274,1,257,1.65e-128,470
Streptomyces sp.;Streptomyces hydrogenans,M70271:49:000000000-BF462:1:1106:2301:13012,MK942638.1,97.727,220,5,0,1,220,285,504,2.22e-101,379
bacterium,M70271:49:000000000-BF462:1:1106:16962:13970,EF605677.1,98.551,207,3,0,1,207,347,553,1.60e-97,366
Bradyrhizobium elkanii,M70271:49:000000000-BF462:1:1107:13971:10131,MK480228.1,99.668,301,1,0,1,301,245,545,6.33e-153,551
uncultured bacterium,M70271:49:000000000-BF462:1:1107:25951:13630,MH525115.1,99.293,283,2,0,18,300,1,283,2.98e-141,512
